Comment_raw,Sentiment
"Nhạc dở, giống thể loại Quang Hà hát ngày xưa, nhảm qá nhảm",Neu
Nhạc dở. Lời vô tri. Tên bài cũng kiểu ăn theo 1 bài của Camilla là Crying in the club =))) Đã vậy còn thêm đời sống cá nhân hỗn loạn mà vẫn có 1 đám vào tâng bốc. Chả hiểu tam quan kiểu gì,Neg
nhạc gì đây? Vầy mà cũng đăng được hả,Neu
nhạc gì mà nghe tỏm thế ko biết,Neg
nhạc gì mà sạn không z,Neg
nhạc hay đọc kinh,Neg
Nhạc hay phết... Lời thì ố zề quá,Neg
nhạc không nghe được gì chê!,Neg
"Nhạc kiểu gì vậy trời, nghe chán vãi",Neg
"nhạc ko hay, chê. Lời bài hát chỉ có sashimi kimochi, chê. Bộ đồ của mấy bà đóng vai sashimi xấu, chê. Chắc được mỗi hình ảnh, đẹp lắm.",Neg
nhạc lạc quẻ vậy mà khen hay được,Neg
Nhạc này chỉ toàn là đổ ra cho vui trend.,Neu
"Nhạc này cứ như chơi xí ngầu, quá tào lao luôn!",Neg
"Nhạc này đúng là bệ hạ của thất bại, từ beat đến lời ca đều ""đá xéo"" không đâu.",Neg
Nhạc này làm tui chán cả buổi.,Neg
Nhạc này như bị “cắt” hết ý tưởng ra luôn.,Neu
"Nhạc này như cơn động đất, rung chuyển nhưng hoàn toàn tiêu cực.",Neg
Nhạc này như đổ ra tủ rác luôn.,Neg
"Nhạc này như một mớ hỗn độn, ai cũng không hiểu nổi ý đồ.",Neg
"Nhạc này như mưa đá, từng nốt nhạc đánh trúng vào tai cho đau.",Neg
"Nhạc này như trống, kèn, bừa bãi lẫn lộn không biết đâu là ranh giới.",Neg
nhạc này quá xấu,Neg
"Nhạc này thất bại đỉnh cao, vừa đê tiện vừa thiếu tinh thần sáng tạo.",Neg
Nhạc này tự cho là hot nhưng thực tế rất nhạt.,Neg
"Nhạc này tự gọi là ""trendy"" nhưng thực chất chỉ biết làm rối mọi thứ.",Neg
"Nhạc này tự hào là đột phá, nhưng thực ra chỉ biết làm tai người nghe đau.",Neu
"Nhạc này tự xưng sáng tạo, nhưng không làm được gì ngoài việc làm tai đau.",Neu
"Nhạc này xóa hết ồn, băng qua tai mà không để lại gì.",Neu
Nhạc nghe nứng vl,Neg
"Nhạc Nhật còn nhiều bài dark hơn nhiều mà ngta chả nói gì, nhạc usuk lời 18+ còn kinh hơn thì khen, VN làm thì chửi lên chửi xuống, NÓI SÍNH NGOẠI THÌ KHÔNG DÁM NHẬN.",Neg
Nhạc nhẽo như c. Hỏng cả 1 thế hệ,Neg
NHẠC NHƯ,Neg
Nhạc như mấy con sóng biển cuộn lên đè nát tâm hồn.,Neg
"Nhạc như trận động đất, làm rung chuyển cả đầu.",Neg
Nhạc rác thải. ..,Neg
Nhạc rất hay! Em mở cho thằng bạn đang nằm liệt giường suốt 3 năm nghe nó thích đến mức đứng dậy ném cái loa ra ngoài cửa sổ luôn.,Neg
"Nhạc rất hay, lời nghe rất funny, tiếc là chị lại ở Việt Nam, tư duy và nhận thức của Việt Nam và người châu Á nói chung còn khắt khe và chưa cởi mở được, chắc phải 100 năm nữa mới theo kịp được như bên Tây bây giờ, ngày nào cũng vô nghe mv của chị :v",Neg
nhạc tra tấn bên cam,Neg
"Nhạc tự xưng ""trendy"" nhưng chỉ tạo ra cảm giác khó chịu và bối rối.",Neg
"Nhạc tự xưng “trendy” nhưng toàn đá xéo, không đích.",Neg
Nhạc tự xưng đột phá nhưng chỉ tạo ra tiếng ồn lẫn lộn vô nghĩa.,Neg
nhạc vầy mà là nhạc hả,Neg
Nhạc xàm,Neg
Nhac y chang bom nguyên tử dang nổ chậm,Neg
nhạc z mà lên top bxh đc?,Neg
"nhạc,mv đều khá ổn.Nhưng mà cái lời thì.....tiếc thật",Neu
Nhàm chán,Neg
Nhắm mắt lại nghe như đọc rap chứ nhạc gì,Neg
Nham nhí,Neg
"Nhiều đoạn nhạc bị lặp đi lặp lại, không mang lại sự mới mẻ.",Neg
Nhikolai vô tù vì bán ma túy r,Neg
Nhìn hai ông áo đen mệt vc,Neg
nhìn hiền hồ giống tlinh=))),Pos
Nhìn khác gì mấy em múa cột lột đồ ở quán bar đâu trời,Neg
Nhìn mấy mẹ lau nhà mà muốn ....,Neg
Nhìn mấy mẹ mông lép twerk mà tức cừi,Neg
Nhìn z đau lắm đó ko dzui điệu nhạc bài hát đâu :(((,Neg
"Nhịp điệu không liên tục, đôi khi khiến người nghe bị lẫn lộn.",Neg
Nhờ mxh phốt nên mới biết luôn á. Bài hát j dễ sợ j chời,Neu
nhu cl,Neg
Nhu cuc cut,Neg
Như đấm vào tai,Neg
Như qq ️️️,Neg
như thần kinh,Neg
Như thể cô ấy đang ám chỉ điều mà cô ấy phải chịu trong quá khứ vậy phản đòn à nhưng mà không bằng Taylor Swift,Neg
Nhục,Neg
Những bài hát như này hợp với quốc tế hơn Việt Nam không biết thưởng thức đâu,Neg
Những bài mới ra mắt đã bị ném đá ko thương tiết đã đem mình tới đây,Neg
"Nhưng em vẫn giấu tất cả về anh. Sau này, người cuối cùng anh chọn ai cũng được, dù em vẫn mong đó là em. Em mong sau tất cả ai cũng tìm được bình yên thật sự. Tất cả những ngọt ngào em giữ lại, còn lại sẽ để lại quá khứ và sẽ không phô bày",Neg
Nikolai Dinh đi tù luôn.,Neg
NO,Neg
"No bro @kyoneusford6382 its in Cringe af like 'Gojo without Eyes""'",Neg
"No depth, just shallow beats.",Neg
nó đọc tiếng nhật như đọc kinh,Neg
"No effort whatsoever, so disappointing.",Neg
No hate but this song is way too corny,Neg
"No joke, why is this song even on the charts? It’s a joke!",Neu
Nó khùng luôn rùi,Neg
"No lie, this track is doomed!",Neg
Nỗ lực này chỉ để trông trendy thôi mà.,Neg
Nỗ lực này chỉ làm mình thờ ơ.,Neg
no Never Gonna Give You Up?,Neg
nó như một bộ phim kinh dị vậy,Neg
No one hates these songs,Neg
No originality whatsoever.,Neg
No substance behind the flashy facade.,Neg
No troller can resist calling this song bad,Neu
Nobody cares if you're watching in 2017,Neg
Nobody: Literally nobody: Fire Alarm at my school: 0:46,Neg
Nồi cháo heo,Neg
"Nói chung đôi lúc mình cũng chỉ muốn thưởng thức âm nhạc mà tạm gác qua vấn đề thực lực hay thu âm thì nhạc của Chi Pu làm mình cảm thấy thư giãn lắm. Như Cung đàn vỡ đôi,... Nhưng mấy mv thế này không biết nên nói gì luôn. Giọng hát đã gây nên rất nhiều phản ứng trái chiều rồi mà cứ phải nêm nếm vào những yếu tố khác nữa -)))",Neg
Nói chung là nhạc dở,Neg
"Nói chung lyrics hơi tệ, nhưng nhạc nghe để giải trí thì bài này cũng bánh cuốn",Pos
Nói dối là chưa cười khi xem cái này đi,Neg
"nói dối làm em vênh váo
lếu láo vì thích scandal",Neg
"Nói Dối
Từ Hôm Nay
Canh Bướm Dối Gian
là ba bài hát ""hay nhất"" của Việt Nam theo từng giai đoạn :)))",Neg
Nội dung bài hát rốt cuộc đang nói về điều gì? “Ở đây chúng em có sashimi…Anh có thể ăn tươi nuốt sống”? Theo mình nội dung rất dung tục. Điệu nhảy cũng rất gợi dục. Ko hiểu Chipu muốn truyền tải thông điệp nhân văn gì ở đây?,Neg
Nội dung khiêu dâm #khieudam,Neg
nổi hết cả da gà. không hiểu 3 năm trước mình nghĩ gì mà dám hát bài này trong phỏng vấn vào TNTN :(((((((((,Neg
"nói thật là vs cái bộ tóc màu hường, vs cả cái giọng vs cả gật đầu lia lịa vậy thằng mèo nào chả chạy :v Ai bảo ko là nói dối há há",Neg
Nổi tiếng nhờ trình nhạt vl,Neg
"Nói tóm lại là tiền làm mù con mắt, ai có thể biện minh dc nỗi đau này, phân tích cho t cái",Neu
"Nóng khoe hàng quá mạnh, toàn đứa khoe hàng, mà cho hỏi thằng cuối tóc trắng áo trắng đấy là ai vậy",Neg
Nóng mà kog ngồi yên mà còn nhảy nhót,Neg
Nóng như cái lô...,Neu
Nóng như cái lollll?!??!??hehe,Neu
nóng như cái..L LỒNG ĐÈN TRUNG THU,Neg
Nóng thì ở chuồng đi,Neg
Nóng xoăn lông,Neg
Not achy bracky heart!,Neg
NOT BUTTERFLY,Neu
NOT CREED,Neg
"Not even kidding, why is this song popular? It's pure garbage!",Neg
Not impressed – it’s just noise.,Neg
Not just the weirdest even the worst,Neg
"Not my cup of tea, for real.",Neg
Not Only Are The Songs Stupid So Are The M/Vs,Neu
Not sure I agree with all your choices but Trump definitely ruined YMCA being played at weddings. LOL,Neg
"Not sure who likes this, but it's trash!",Neg
Not worth a single listen.,Neu
"Nothing innovative here, just meh.",Neg
Nothing stands out – all filler.,Neg
Now add karma by jojo siwa and thick of it by KSI.,Neg
Now I see why it's called worst song ever,Neu
Ô uế nền âm nhạc Việt.,Neg
ọe,Neg
ofcause the most popular songs will have the most dislikes though. in my opinion any song made after 2020 is basicy just boobs and not music,Neg
oh asia...such a strange continent you are......,Neg
"Oh my fuckin god, this is not clickbait.",Neu
"Oh my, the man is dying.",Neg
Ohhhhhhh truc nhan is gay,Neg
"Ối dồi ôi! bài hát hay đến mức độ nhảm nhí, ăn mặc thì rất kín đáo đến nỗi bướm bay phấp phới. Một MV hay!",Neg
"Ôi ko đỡ nổi, nghe xin sang trung thi hát. Mà nghe đỡ ko nổi, ko hy vong nhiều lắm, đẹp là đc haha",Neg
Ôi thật là khủng khiếp,Neg
ôi trời hình phạt tra tấn tù nhân bằng âm thanh chắc ng ta lấy bài này cho nghe quá,Neg
oi van chua bi xoa :3,Neg
"Ôi, có người nói hộ lòng tôi. Bà đã ra đi trong yên lặng thì khôn hồn sống cho tử tế mà làm người. Ôi trời ơi nó đã!",Neg
Ok anh tốt tôi là đồ khốn được chưa.,Neu
Ok anh tốt tôi là đồ khốn được chưahay quá má ơi,Neg
ok nobody hates Fancy by Iggy Azalea and Charli XCX,Neg
"Okay, this is bad.",Neg
"OMG , I CAN'T HERE THIS ANYMORE , THIS IS THE WORST SONG THAT I EVER HEAR :qqq",Neg
"OMG, this track is a joke!",Neg
"OMG, why ppl even like this song? It's totally lame!",Neg
Ông bạn trai kia cứ gay cấn kiểu gì đấy,Neg
"Ông đại gia nào hốt bả đi, cho bả khỏi đi hát nx chi cho mệt",Neg
Ông hát là bê de nha mn :))),Neu
ông này lầy lội vãi,Neg
ông này LGBT thì tiếc vãi. đẹp trai + tài giỏi nữa,Neg
Ông zà bống quá hà :)),Neg
Only 2 I hated but all the others I was singing along to and WHY THE FRICK DID THEY PUT MEGAN TRAINER HERE!?!?!?,Neg
Only gen zs think this is so nastolgic,Neu
"only songs i dont like is all about that bass, dance monkey watermelon sugar and that gooba song",Neg
Overproduced and undercooked.,Neg
Overproduced and underwhelming.,Neg
Pandemic sounds,Neu
peak comedy back then,Neu
"Peak generic music, honestly.",Neg
phá ban cái ngôi nhà luôn,Neu
Phá nhà ngta à,Neg
Phản cảm vl,Neg
"Phần hậu kỳ còn sơ sài, làm giảm chất lượng tổng thể của bài hát.",Neg
"Phần lời bài hát thiếu sáng tạo, chỉ đơn thuần lặp lại những câu quen thuộc.",Neg
"Phần mix nhạc chưa cân bằng, nhiều chỗ lẫn tạp âm.",Neg
phần rap không hợp,Neu
PHÁO LÀM ĂN KIỂU GÌ VẬY ? nhạc hay như này thì ai mà chịu được !,Neu
Phát âm sashimi sai rồi mẹ,Neg
Phèn chúa,Neg
Phí tiền mạng,Neg
"Phong cách trình bày của ca sĩ có vẻ gượng gạo, không tự nhiên.",Neg
Phốt nha ko hay,Neu
Playing this in prison will result riot.,Neg
"Please don't quit drugs, I need your music.",Neg
please make it stop,Pos
Pls a different song bro this song is just annoying,Neu
pls delet this you are so bad at making this one video pls unalvie video you so bad omg i go music school and you are making teacher cry becus its so bad choose,Neu
POV stages of covid,Neu
POV That one kid in the back of the classroom during math class,Neg
Production is subpar.,Neg
Pure disappointment in every beat.,Neg
Pure talent of stupidity,Neg
quá đẳng cắp ....,Neg
Quá đáng thương cho cpu. Cứ ảo tưởng là mình hát hay.......,Neg
quá dở,Neg
Quả phát âm sashimi đi vào lòng đất ;-)) Với những người đã học tiếng Nhật căn bản nghe xượng hết cả ng...,Neg
qua tệ,Neg
quá tệ! Lạy mấy ông khen hay,Neg
Quality is totally nonexistent.,Neg
Quay lại với công việc chính đi c . Đi hát đc bao tiền đâu.,Neg
Ra chỗ khác ngồi,Neg
Rác vtv,Neg
rare boogiehead L,Neu
"Rất hay, nhờ MV này mà gia đình phát hiện tôi bị động kinh",Neg
Rẻ tiền,Neu
Really not worth the time.,Neg
Really unoriginal and boring.,Neu
Really? This hit? More like miss!,Neg
Ricky hơi bóp,Neg
ricky rap hơi tệ,Neg
Riết để tiêu đề như qq.,Neg
"Roài hay ở chổ nào , nghe nhạt nhẽo vl",Neg
rồi lại có thằng từ dxy vào đây cho mà xem,Neu
Rồi sao bọn mày trả con tuyết nhà kim sĩ lại được cho tao không,Neg
rollin was undertaker's theme man wtf,Neg
sa si mi sướng quá.vkl.đang báo giá của nó hay gì,Neg
Sàm,Neg
Sảmi khỏong khun pên key là cái gì vậy bà nội,Neu
"Sản xuất bài hát còn nhiều khuyết điểm, cần được trau chuốt lại.",Neg
Sản xuất còn sơ sài khiến chất lượng âm thanh không được ổn định.,Neg
"Sản xuất dở chết, ko biết chỉnh gì nữa.",Neg
"Sản xuất dở cực, tự xưng là hit nhưng thực chất là mớ hỗn độn.",Neu
Sản xuất dở đến mức không thể chấp nhận.,Neu
"Sản xuất dở, khiến tui thắc mắc luôn.",Neu
"Sản xuất dở, toàn là lỗi.",Neu
Sản xuất kém khiến tổng thể bài hát thiếu đi sự chuyên nghiệp.,Neg
"Sản xuất kiểu copy paste, đâu có chút sáng tạo nào hết.",Neu
"Sản xuất tệ quá, như thể chỉ muốn tạo ra tiếng ồn hỗn loạn.",Neg
"Sản xuất vỡ lệnh, như thể nghệ thuật đã bỏ quên tai người nghe.",Neg
Sáng tạo? Hơi như copy paste luôn.,Neg
"Sao bài này được xem là hit, trong khi nó rác rưởi!",Neg
Sao bài này lại hot? Nó quá tệ!!,Neg
"Sao bài này vẫn đc ca ngợi, khi nghe ko có gì hay!",Neg
sao không hát nhạc khác đi nhỉ,Neg
sao không thấy xóa MV nhỉ kkkkk,Neu
Sao ko cải thiện chút chút được nhỉ?,Neg
Sao lời nhạc nghe ngu thế =)),Neu
Sao mà mấy đứa thích bài này? Rác đấy!,Neg
"Sao mấy đứa lại cho bài này vote cao, khi nó thật là thảm họa!",Neg
Sao mv chưa bị xoá vậy,Neg
Sao nghe mà không hiểu lời bài hát có ý ngĩa gì cơ chỉ nghe mỗi cái câu sáimi là hết,Neu
Sáo rỗng thực sự luôn .dồ ăn chắc là không có tươi dau,Neg
"sao toàn cmt khen thôi vậy? Hiện lên lại là 1 khuôn mặt sửa. Tại sao bh chỉ có nét đẹp sửa? Cứ theo phong trào răng sứ rồi mặt, y chang na ná, dẫm shit hàn. Rồi mặc áo yếm lép kẹp, mặc kiểu bâu thì độn lên ngồn ngộn chi ji.... Nhạc thì cứ na ná, mặt na ná....rồi bộ k có ai muốn là chính mình hay sao ta?? Mũi xẹp thì sao? Phải cao vút, kín thì mới có tài vận à?? Có tiền thì mới sửa dc chứ... Nhìn chán thật sự",Neg
