Comment_raw,Sentiment,Comment,Comments
29/12/2018 ai còn xem ko.,Pos,29/12/2018 ai còn xem ko ,"['29/12/2018', 'ai', 'còn', 'xem', 'ko']"
2giờ,Neu,2 giờ,"['2', 'giờ']"
3:01 andΠμhiĳ,Pos,3  01 andπμhiĳ,"['3', '01', 'andπμhiĳ']"
3:12 snoop fox,Neu,3  12 snoop fox,"['3', '12', 'snoop', 'fox']"
3:12 this is what the fox says,Pos,3  12 fox says,"['3', '12', 'fox', 'says']"
3:14 did that fox start dancing,Pos,3  14 fox start dancing,"['3', '14', 'fox', 'start', 'dancing']"
3:24 Lí do tôi luôn nghe lại bài này,Pos,3  24 lí do tôi luôn nghe lại bài,"['3', '24', 'lí', 'do', 'tôi', 'luôn', 'nghe', 'lại', 'bài']"
3:33 This song finishes,Neu,3  33 song finishes,"['3', '33', 'song', 'finishes']"
30 th 8 nghe lại,Neg,30 th 8 nghe lại,"['30', 'th', '8', 'nghe', 'lại']"
30/8/2024 còn ae nào k nhi,Neu,30/8/2024 còn ae nào k nhi,"['30/8/2024', 'còn', 'ae', 'nào', 'k', 'nhi']"
3025 còn ai nghe không nhỉ?,Pos,3025 còn ai nghe không nhỉ ,"['3025', 'còn', 'ai', 'nghe', 'không', 'nhỉ']"
31.12.2024 đây,Neu,31122024 đây,"['31122024', 'đây']"
3505 còn ai xem không,Pos,3505 còn ai xem không,"['3505', 'còn', 'ai', 'xem', 'không']"
4 năm r,Neu,4 năm r,"['4', 'năm', 'r']"
4 năm rồi,Pos,4 năm rồi,"['4', 'năm', 'rồi']"
4 Năm Rồi Không Nghe Lại,Neu,4 năm rồi không nghe lại,"['4', 'năm', 'rồi', 'không', 'nghe', 'lại']"
4 năm rồi saoo???,Pos,4 năm rồi saoo   ,"['4', 'năm', 'rồi', 'saoo']"
"4,5 cái ô,Ú OÀ Mono",Neu,45 cái ô  ú òa mono,"['45', 'cái', 'ô', 'ú', 'òa', 'mono']"
4:10 yew nhau thực à ;-;,Neu,4  10 yew nhau thực à   ,"['4', '10', 'yew', 'nhau', 'thực', 'à']"
4:40 ENGLAND IS MY CITY,Neu,4  40 england city,"['4', '40', 'england', 'city']"
4048 r ai còn nghe k,Pos,4048 r ai còn nghe k,"['4048', 'r', 'ai', 'còn', 'nghe', 'k']"
45 tuổi vẫn nghe,Pos,45 tuổi vẫn nghe,"['45', 'tuổi', 'vẫn', 'nghe']"
5 billion views is insane holy shit,Neu,5 billion views insane holy shit,"['5', 'billion', 'views', 'insane', 'holy', 'shit']"
5 năm r à,Pos,5 năm r à,"['5', 'năm', 'r', 'à']"
5 năm rồi mà tôi vẫn chẳng hiểu bà kia bả lên cơn mà đồ đạt bay lên tứ tung mặc dù bt nó là kỹ thuật điện ảnh :))))),Neg,5 năm rồi mà tôi vẫn chẳng hiểu bà kia bả lên cơn mà đồ đạt bay lên tứ tung mặc dù bt nó kỹ thuật điện ảnh ,"['5', 'năm', 'rồi', 'mà', 'tôi', 'vẫn', 'chẳng', 'hiểu', 'bà', 'kia', 'bả', 'lên', 'cơn', 'mà', 'đồ', 'đạt', 'bay', 'lên', 'tứ', 'tung', 'mặc', 'dù', 'bt', 'nó', 'kỹ', 'thuật', 'điện', 'ảnh']"
5 years later this turned into a meme,Neu,5 years later turned meme,"['5', 'years', 'later', 'turned', 'meme']"
"5,116,623,810 millons of views!! This must be the video with the record number of views",Neu,5116623810 millons of views   must video record number views,"['5116623810', 'millons', 'of', 'views', 'must', 'video', 'record', 'number', 'views']"
"5.1 billion is crazy which.5,112,544,175 I remember watching this along time ago",Neu,51 billion crazy  5112544175 remember watching along time ago,"['51', 'billion', 'crazy', '5112544175', 'remember', 'watching', 'along', 'time', 'ago']"
5.1billion views,Neu,51 billion views,"['51', 'billion', 'views']"
5/8/2024 k bt còn ai k nhỉ??,Pos,5/8/2024 k bt còn ai k nhỉ  ,"['5/8/2024', 'k', 'bt', 'còn', 'ai', 'k', 'nhỉ']"
500 nghìn like roi ai còn nghe không,Neu,500 nghìn like roi ai còn nghe không,"['500', 'nghìn', 'like', 'roi', 'ai', 'còn', 'nghe', 'không']"
5B out of 8B people watching this and all they hear: DING DING,Pos,5 b 8 b people watching this and all hear  ding ding,"['5', 'b', '8', 'b', 'people', 'watching', 'this', 'and', 'all', 'hear', 'ding', 'ding']"
5b view id crazy,Pos,5 b view id crazy,"['5', 'b', 'view', 'id', 'crazy']"
6 năm rồi,Neu,6 năm rồi,"['6', 'năm', 'rồi']"
6 years ago I couldn't see the difference between this And Gangam style,Neu,6 years ago see difference between this and gangam style,"['6', 'years', 'ago', 'see', 'difference', 'between', 'this', 'and', 'gangam', 'style']"
"6.3.2025, một ngày thường nhật",Pos,632025  ngày thường nhật,"['632025', 'ngày', 'thường', 'nhật']"
6:56 I'm not sure about fis one,Neu,6  56 sure fis one,"['6', '56', 'sure', 'fis', 'one']"
7 năm hay 7 ngày trước?=)),Pos,7 năm hay 7 ngày trước  =,"['7', 'năm', 'hay', '7', 'ngày', 'trước', '=']"
7 năm qua nhanh thật ha,Pos,7 năm qua nhanh thật ha,"['7', 'năm', 'qua', 'nhanh', 'thật', 'ha']"
7 năm r mới nghe lại,Neu,7 năm r mới nghe lại,"['7', 'năm', 'r', 'mới', 'nghe', 'lại']"
7 năm trước mình 21,Neu,7 năm trước mình 21,"['7', 'năm', 'trước', 'mình', '21']"
7 year old me playing tag,Neu,7 year old playing tag,"['7', 'year', 'old', 'playing', 'tag']"
"7 YEARS AFTER THE PANDEMIC, LEGENDS ARE HERE 2020.",Neu,7 years pandemic  legends 2020 ,"['7', 'years', 'pandemic', 'legends', '2020']"
7:51 that one guy who's infront of me in class,Pos,7  51 one guy whos infront of me class,"['7', '51', 'one', 'guy', 'whos', 'infront', 'of', 'me', 'class']"
750N,Neu,750 n,"['750', 'n']"
8 năm mà cứ ngỡ hôm qua,Pos,8 năm mà cứ ngỡ hôm qua,"['8', 'năm', 'mà', 'cứ', 'ngỡ', 'hôm', 'qua']"
8 năm nhanh thật sự,Neu,8 năm nhanh thật sự,"['8', 'năm', 'nhanh', 'thật', 'sự']"
8 năm trước 2017,Neu,8 năm trước 2017,"['8', 'năm', 'trước', '2017']"
8 năm trước đi Tam Đảo,Pos,8 năm trước đi tam đảo,"['8', 'năm', 'trước', 'đi', 'tam', 'đảo']"
8 năm trước mình mới 21 tuổi,Neu,8 năm trước mình mới 21 tuổi,"['8', 'năm', 'trước', 'mình', 'mới', '21', 'tuổi']"
8.3 nè chúc các bạn nữ một ngày thật tuyệt vời nhé,Neu,83 nè chúc bạn nữ ngày thật tuyệt vời nhé,"['83', 'nè', 'chúc', 'bạn', 'nữ', 'ngày', 'thật', 'tuyệt', 'vời', 'nhé']"
80% Of Comments 2019! 15% Of Comments Random Stuff! 5% Of Comments This Guys Is So Weird,Neu,80 % of comments 2019  15 % of comments random stuff  5 % of comments guys weird,"['80', '%', 'of', 'comments', '2019', '15', '%', 'of', 'comments', 'random', 'stuff', '5', '%', 'of', 'comments', 'guys', 'weird']"
9 METER TITAN APPROACHING The titan:,Neu,9 meter titan approaching the titan ,"['9', 'meter', 'titan', 'approaching', 'the', 'titan']"
9.2024 còn ai khum ạ Ui thí,Pos,92024 còn ai khum ạ ui thí,"['92024', 'còn', 'ai', 'khum', 'ạ', 'ui', 'thí']"
"9/2/2025, sắp tròn 8 năm bài này",Neu,9/2/2025  sắp tròn 8 năm bài,"['9/2/2025', 'sắp', 'tròn', '8', 'năm', 'bài']"
99%dont know 1%meaning,Neu,99 % dont know 1 % meaning,"['99', '%', 'dont', 'know', '1', '%', 'meaning']"
Á cô Cẩm lan kìa,Neg,á cô cẩm lan kìa,"['á', 'cô', 'cẩm', 'lan', 'kìa']"
a kia là người mỹ à,Neg,kia người mỹ à,"['kia', 'người', 'mỹ', 'à']"
"A lot are good songs. Some over played, others are just annoying. Only a few that i hate here. Some were left off imo. Music is subjective. If associated with a memory or time in our lives, that can have a lot to do with how we feel about it.",Neg,lot good songs  played  others annoying  a few hate  left imo  music subjective  associated memory time lives  that can lot feel ,"['lot', 'good', 'songs', 'played', 'others', 'annoying', 'a', 'few', 'hate', 'left', 'imo', 'music', 'subjective', 'associated', 'memory', 'time', 'lives', 'that', 'can', 'lot', 'feel']"
A lot of actual bangers in this one but at the same time a lot of shit songs lol,Pos,lot of actual bangers one time lot of shit songs lol,"['lot', 'of', 'actual', 'bangers', 'one', 'time', 'lot', 'of', 'shit', 'songs', 'lol']"
A mà tung chiêu thì lấy cuốn sổ chép lại chớ để giấy trắng ko di đâu,Neu,mà tung chiêu lấy cuốn sổ chép lại chớ để giấy trắng ko di đâu,"['mà', 'tung', 'chiêu', 'lấy', 'cuốn', 'sổ', 'chép', 'lại', 'chớ', 'để', 'giấy', 'trắng', 'ko', 'di', 'đâu']"
"After 12 years, Psy is back in the internet culture",Neu,12 years  psy back internet culture,"['12', 'years', 'psy', 'back', 'internet', 'culture']"
after 5 years finally someone used this,Neg,5 years finally someone used,"['5', 'years', 'finally', 'someone', 'used']"
After the billionth time of watching this i realised its the Brown eyed girl - abracadabra dance,Neu,billionth time of watching realised brown eyed girl  abracadabra dance,"['billionth', 'time', 'of', 'watching', 'realised', 'brown', 'eyed', 'girl', 'abracadabra', 'dance']"
"Ah yes, back when this was the only K-pop America knew",Neu,ah yes  back kpop america knew,"['ah', 'yes', 'back', 'kpop', 'america', 'knew']"
"Ah, finally seing Yoko Ono's talent shine through others.",Neg,ah  finally seing yoko onos talent shine others ,"['ah', 'finally', 'seing', 'yoko', 'onos', 'talent', 'shine', 'others']"
Ai 2021 còn xem,Neu,ai 2021 còn xem,"['ai', '2021', 'còn', 'xem']"
Ai chê extrim giặt mắc quá thì thấy extrim vệ sinh giày vừa sạch vừa thơm đã sáng mắt chưa,Neu,ai chê extrim giặt mắc quá thấy extrim vệ sinh giày vừa sạch vừa thơm sáng mắt chưa,"['ai', 'chê', 'extrim', 'giặt', 'mắc', 'quá', 'thấy', 'extrim', 'vệ', 'sinh', 'giày', 'vừa', 'sạch', 'vừa', 'thơm', 'sáng', 'mắt', 'chưa']"
Ai có nhận ra kia là ai không (mong rep),Neu,ai nhận kia ai không  mong rep ,"['ai', 'nhận', 'kia', 'ai', 'không', 'mong', 'rep']"
Ai còn đg nghe không,Pos,ai còn đg nghe không,"['ai', 'còn', 'đg', 'nghe', 'không']"
Ai còn xem ko,Pos,ai còn xem ko,"['ai', 'còn', 'xem', 'ko']"
Ai cũng có những chuyen ko dua mat co ai mà hoàn hảo 100dau ma buon lời chê bay chi chi Pu chu .,Neu,ai cũng chuyen ko dua mat co ai mà hoàn hảo 100 dau buon lời chê bay chi chi pu chu ,"['ai', 'cũng', 'chuyen', 'ko', 'dua', 'mat', 'co', 'ai', 'mà', 'hoàn', 'hảo', '100', 'dau', 'buon', 'lời', 'chê', 'bay', 'chi', 'chi', 'pu', 'chu']"
AI ĐANG LUYỆN GIỌNG CHO TẾT NÀY 2025,Neg,ai đang luyện giọng tết 2025,"['ai', 'đang', 'luyện', 'giọng', 'tết', '2025']"
Ai đang nghe ú òa chỉ là một đến sao thì cho mình một like nhé,Neu,ai đang nghe ú òa chỉ đến sao mình like nhé,"['ai', 'đang', 'nghe', 'ú', 'òa', 'chỉ', 'đến', 'sao', 'mình', 'like', 'nhé']"
Ai đang nghe vào năm 2024?,Neg,ai đang nghe năm 2024 ,"['ai', 'đang', 'nghe', 'năm', '2024']"
Ai đang nghe vào năm 2025?,Neu,ai đang nghe năm 2025 ,"['ai', 'đang', 'nghe', 'năm', '2025']"
ai đến từ th10 năm 2024 đâu:),Neu,ai đến th10 năm 2024 đâu ,"['ai', 'đến', 'th10', 'năm', '2024', 'đâu']"
ai dịch giúp cái đoạn ChiPu hát tiếng Nhật với =))),Neu,ai dịch giúp cái đoạn chipu hát tiếng nhật =,"['ai', 'dịch', 'giúp', 'cái', 'đoạn', 'chipu', 'hát', 'tiếng', 'nhật', '=']"
ai mà nói lắp hát bài này chắc Có có có hơi nhiều,Neg,ai mà nói lắp hát bài chắc hơi nhiều,"['ai', 'mà', 'nói', 'lắp', 'hát', 'bài', 'chắc', 'hơi', 'nhiều']"
Ai năm 2021 còn xem ko,Pos,ai năm 2021 còn xem ko,"['ai', 'năm', '2021', 'còn', 'xem', 'ko']"
Ai nge dc câu cuối là j k ạ . E tò mò qá,Pos,ai nge dc câu cuối j k ạ  e tò mò qá,"['ai', 'nge', 'dc', 'câu', 'cuối', 'j', 'k', 'ạ', 'e', 'tò', 'mò', 'qá']"
ai nghe lại k,Neu,ai nghe lại k,"['ai', 'nghe', 'lại', 'k']"
Ai như tui 27t van còn nge,Pos,ai như tui 27 van còn nge,"['ai', 'như', 'tui', '27', 'van', 'còn', 'nge']"
Ai qua từ nhạc st kh:),Neu,ai qua nhạc st kh ,"['ai', 'qua', 'nhạc', 'st', 'kh']"
"Ai thấy giống bài covid - 19 không ? ,",Neu,ai thấy giống bài covid  19 không  ,"['ai', 'thấy', 'giống', 'bài', 'covid', '19', 'không']"
Ai từ DXY đây?,Neu,ai dxy đây ,"['ai', 'dxy', 'đây']"
Ai từ stt của Đức Phúc qua đây k ạ,Pos,ai stt của đức phúc qua đây k ạ,"['ai', 'stt', 'của', 'đức', 'phúc', 'qua', 'đây', 'k', 'ạ']"
ai vẽ đẹp vậy ạ:0000,Pos,ai vẽ đẹp vậy ạ  0000,"['ai', 'vẽ', 'đẹp', 'vậy', 'ạ', '0000']"
Aiii qua đây vì mẹ linda không,Neg,aiii qua đây vì mẹ linda không,"['aiii', 'qua', 'đây', 'vì', 'mẹ', 'linda', 'không']"
ALGUÉM EM 2025,Pos,alguém em 2025,"['alguém', 'em', '2025']"
All my gen z this was our skipidi toilet,Neu,gen z skipidi toilet,"['gen', 'z', 'skipidi', 'toilet']"
All that I hear in my house,Neu,hear house,"['hear', 'house']"
All therians???,Neu,therians   ,['therians']
"All those gojo, geto, toji, sakuna edit going through my mind",Neu,gojo  geto  toji  sakuna edit going mind,"['gojo', 'geto', 'toji', 'sakuna', 'edit', 'going', 'mind']"
Almost all the “Infinite Challenge” members are in this MV,Neg,almost “ infinite challenge ” members mv,"['almost', '“', 'infinite', 'challenge', '”', 'members', 'mv']"
Almost half of human population in this world ever Heard this song,Neu,almost half of human population world ever heard song,"['almost', 'half', 'of', 'human', 'population', 'world', 'ever', 'heard', 'song']"
Alright club ballerina ah tuong club bar chu,Neu,alright club ballerina ah tuong club bar chu,"['alright', 'club', 'ballerina', 'ah', 'tuong', 'club', 'bar', 'chu']"
Alternative title:Sounds of Constipation,Neu,alternative title  sounds constipation,"['alternative', 'title', 'sounds', 'constipation']"
"Âm nhạc không chỉ để nghe, âm nhạc còn là sashimi kimochi",Neg,âm nhạc không chỉ để nghe  âm nhạc còn sashimi kimochi,"['âm', 'nhạc', 'không', 'chỉ', 'để', 'nghe', 'âm', 'nhạc', 'còn', 'sashimi', 'kimochi']"
Amo,Pos,amo,['amo']
And demon slayer,Neu,demon slayer,"['demon', 'slayer']"
"and in the end we discover that is ""abibidi bop bop biram""",Pos,end discover  abibidi bop bop biram ,"['end', 'discover', 'abibidi', 'bop', 'bop', 'biram']"
AND THE CROWD.... ASKS WHAT DOES THE FOX SAY!!!!!,Neg,crowd  asks fox say     ,"['crowd', 'asks', 'fox', 'say']"
And what does the bunny says?,Pos,bunny says ,"['bunny', 'says']"
And when the world needed him most...He disappeared,Pos,world needed  disappeared,"['world', 'needed', 'disappeared']"
Anh chàng mono 22 tuổi thích hát waiting for you,Neu,anh chàng mono 22 tuổi thích hát waiting,"['anh', 'chàng', 'mono', '22', 'tuổi', 'thích', 'hát', 'waiting']"
Anh diễn viên,Pos,anh diễn viên,"['anh', 'diễn', 'viên']"
anh diễn viên nam tên là j v ạ???,Neg,anh diễn viên nam tên j v ạ   ,"['anh', 'diễn', 'viên', 'nam', 'tên', 'j', 'v', 'ạ']"
ảnh điiii,Neu,ảnh điiii,"['ảnh', 'điiii']"
Anh Dương K:)),Neu,anh dương k ,"['anh', 'dương', 'k']"
Anh em nào thích ăn sashimi kimochi thì đi gặp Chipu vì chỉ có cô ta mới đủ để cung cấp cho tất cả anh ở đây.,Neg,anh em nào thích ăn sashimi kimochi đi gặp chipu vì chỉ cô ta mới đủ để cung cấp tất cả anh đây ,"['anh', 'em', 'nào', 'thích', 'ăn', 'sashimi', 'kimochi', 'đi', 'gặp', 'chipu', 'vì', 'chỉ', 'cô', 'ta', 'mới', 'đủ', 'để', 'cung', 'cấp', 'tất', 'cả', 'anh', 'đây']"
Anh fan kys hay đom đóm ạ,Pos,anh fan kys hay đom đóm ạ,"['anh', 'fan', 'kys', 'hay', 'đom', 'đóm', 'ạ']"
Anh gojo đã xem,Neu,anh gojo xem,"['anh', 'gojo', 'xem']"
Anh Karik hay gì vậy,Pos,anh karik hay gì vậy,"['anh', 'karik', 'hay', 'gì', 'vậy']"
Anh là trai hây gái,Neu,anh trai hây gái,"['anh', 'trai', 'hây', 'gái']"
Anh nào có năng lực lãng xê Em này 1 phát bay lên tới cung trăng em ấy ngồi mãi trên ấy mà chẳng xuống tỉnh lại đi cưng,Neg,anh nào năng lực lãng xê em 1 phát bay lên tới cung trăng em ấy ngồi mãi trên ấy mà chẳng xuống tỉnh lại đi cưng,"['anh', 'nào', 'năng', 'lực', 'lãng', 'xê', 'em', '1', 'phát', 'bay', 'lên', 'tới', 'cung', 'trăng', 'em', 'ấy', 'ngồi', 'mãi', 'trên', 'ấy', 'mà', 'chẳng', 'xuống', 'tỉnh', 'lại', 'đi', 'cưng']"
Anh ơi anh làm tình nguện đi,Neg,anh ơi anh làm tình nguện đi,"['anh', 'ơi', 'anh', 'làm', 'tình', 'nguện', 'đi']"
"anh ơi, anh có bê đê không ạ?",Neu,anh ơi  anh bê đê không ạ ,"['anh', 'ơi', 'anh', 'bê', 'đê', 'không', 'ạ']"
Anh phí chứ ai,Pos,anh phí chứ ai,"['anh', 'phí', 'chứ', 'ai']"
Anh phuc st tom tran thi hang,Pos,anh phuc st tom tran thi hang,"['anh', 'phuc', 'st', 'tom', 'tran', 'thi', 'hang']"
anime characters singing be like:,Neu,anime characters singing like ,"['anime', 'characters', 'singing', 'like']"
Any Eminem song can go on this list and any Iggy song,Neg,eminem song can go this list and any iggy song,"['eminem', 'song', 'can', 'go', 'this', 'list', 'and', 'any', 'iggy', 'song']"
Any here in 2025,Neu,2025,['2025']
Any one in March 2025?,Neu,one march 2025 ,"['one', 'march', '2025']"
Any 🇧🇩 fans????,Neu,🇧 🇩 fans    ,"['🇧', '🇩', 'fans']"
Any. One 5:00,Neu, one 5  00,"['one', '5', '00']"
Anybody here because he saw a recommendation of an og song?,Neg,anybody saw a recommendation of an og song ,"['anybody', 'saw', 'a', 'recommendation', 'of', 'an', 'og', 'song']"
Anybody noticed a lot of Justin Bieber songs on here,Neg,anybody noticed lot of justin bieber songs,"['anybody', 'noticed', 'lot', 'of', 'justin', 'bieber', 'songs']"
anyone 2025 22nd march 11.05 Nepal time ?,Neu,anyone 2025 22 nd march 1105 nepal time ,"['anyone', '2025', '22', 'nd', 'march', '1105', 'nepal', 'time']"
ANYONE 2025.,Neu,anyone 2025 ,"['anyone', '2025']"
Anyone 2026 january until December?,Neu,anyone 2026 january december ,"['anyone', '2026', 'january', 'december']"
Anyone else didnt know that this was kpop back then??,Neu,anyone else didnt know kpop back  ,"['anyone', 'else', 'didnt', 'know', 'kpop', 'back']"
"Anyone else find the women swinging their pony tails, like satisfying?",Neu,anyone else find women swinging pony tails  like satisfying ,"['anyone', 'else', 'find', 'women', 'swinging', 'pony', 'tails', 'like', 'satisfying']"
anyone else here in march 2025,Pos,anyone else march 2025,"['anyone', 'else', 'march', '2025']"
Anyone else just keep randomly getting a kung fu panda clip in their shorts?,Neu,anyone else keep randomly getting kung fu panda clip shorts ,"['anyone', 'else', 'keep', 'randomly', 'getting', 'kung', 'fu', 'panda', 'clip', 'shorts']"
Anyone else watching this in 2025 showing it to younger siblings?,Neu,anyone else watching 2025 showing younger siblings ,"['anyone', 'else', 'watching', '2025', 'showing', 'younger', 'siblings']"
Anyone from 2025?,Neu,anyone 2025 ,"['anyone', '2025']"
Anyone from 8240,Neu,anyone 8240,"['anyone', '8240']"
Anyone from Decembruary 2077?,Neu,anyone decembruary 2077 ,"['anyone', 'decembruary', '2077']"
"Anyone getting ready for church in March 19, 2025 5:04 AM",Neu,anyone getting ready church march 19  2025 5  04,"['anyone', 'getting', 'ready', 'church', 'march', '19', '2025', '5', '04']"
Anyone have herpes?,Neu,anyone herpes ,"['anyone', 'herpes']"
Anyone here in 2025,Neu,anyone 2025,"['anyone', '2025']"
Anyone here in April 2025?,Neu,anyone april 2025 ,"['anyone', 'april', '2025']"
Anyone here in February 2025?,Neu,anyone february 2025 ,"['anyone', 'february', '2025']"
Anyone here in March 2025?,Neu,anyone march 2025 ,"['anyone', 'march', '2025']"
Anyone here in march 2025??,Pos,anyone march 2025  ,"['anyone', 'march', '2025']"
Anyone here in september,Pos,anyone september,"['anyone', 'september']"
Anyone knows zhg he’s a YouTuber too,Neu,anyone knows zhg he’s youtuber,"['anyone', 'knows', 'zhg', 'he’s', 'youtuber']"
anyone listening from 2025?,Neu,anyone listening 2025 ,"['anyone', 'listening', '2025']"
Anyone watch 2025,Neu,anyone watch 2025,"['anyone', 'watch', '2025']"
Ảo jack,Neg,ảo jack,"['ảo', 'jack']"
Aryone april 2025 here in,Pos,aryone april 2025,"['aryone', 'april', '2025']"
"As a 12 year old, this was too cringe for me to handle. But now this is a level of cringe I’m used to",Neg,12 year old  cringe to handle  level of cringe i’m used,"['12', 'year', 'old', 'cringe', 'to', 'handle', 'level', 'of', 'cringe', 'i’m', 'used']"
As a kid I used to think he was making the words up Turns out he was singing in Korean...,Neu,a kid used think making words turns singing korean ,"['a', 'kid', 'used', 'think', 'making', 'words', 'turns', 'singing', 'korean']"
As a kid we enjoyed this song But as we grow older it hits harder Edit:- jeez guys it's just a sarcastic comment no need to take it seriously,Neg,kid enjoyed song grow older hits harder edit   jeez guys a sarcastic comment need take seriously,"['kid', 'enjoyed', 'song', 'grow', 'older', 'hits', 'harder', 'edit', 'jeez', 'guys', 'a', 'sarcastic', 'comment', 'need', 'take', 'seriously']"
"As a wise man once said ""I USED TO RULE THE WOOORRRRLLLLL""",Neg,wise man said  used rule wooorrrrlllll ,"['wise', 'man', 'said', 'used', 'rule', 'wooorrrrlllll']"
At 0:03 that is ZHC,Neu,0  03 zhc,"['0', '03', 'zhc']"
At 1:52 is that sub urban,Neu,1  52 sub urban,"['1', '52', 'sub', 'urban']"
At first i thoughit was ode to joy,Neu,first thoughit ode joy,"['first', 'thoughit', 'ode', 'joy']"
"At first it's cringe , but then nostalgia hits in",Pos,first cringe  nostalgia hits,"['first', 'cringe', 'nostalgia', 'hits']"
At least it's not clickbait.,Neu,least clickbait ,"['least', 'clickbait']"
